央视频道,#genre#
CCTV11,http://39.135.138.58:18890/PLTV/88888888/224/3221225628/index.m3u8	
CCTV12,http://39.135.138.58:18890/PLTV/88888888/224/3221225629/index.m3u8	
CCTV12,http://39.135.138.59:18890/PLTV/88888910/224/3221225637/index.m3u8	
CCTV12,http://39.135.138.58:18890/PLTV/88888888/224/3221225637/index.m3u8	
CCTV12,http://123.6.9.146/live/jz-CCTV12/live.m3u8	
CCTV13,http://39.135.138.60:18890/PLTV/88888910/224/3221225638/index.m3u8	
CCTV13,http://39.135.138.58:18890/PLTV/88888910/224/3221225638/index.m3u8	
CCTV13,http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8	
CCTV13,http://112.17.40.218/PLTV/88888888/224/3221231636/index.m3u8	
CCTV13,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225638/index.m3u8	
CCTV13,http://39.135.138.59:18890/PLTV/88888910/224/3221225638/index.m3u8	
CCTV13,http://39.135.138.58:18890/PLTV/88888888/224/3221225638/index.m3u8	
CCTV14,http://111.40.196.30/PLTV/88888888/224/3221225573/index.m3u8	
CCTV14,http://39.134.115.163:8080/PLTV/88888910/224/3221225639/index.m3u8	
CCTV14,http://39.135.138.58:18890/PLTV/88888888/224/3221225639/index.m3u8	
CCTV14,http://140.207.241.3:8080/live/program/live/cctvsehd/4000000/mnf.m3u8	
CCTV15,http://39.135.138.60:18890/PLTV/88888910/224/3221225641/index.m3u8	
CCTV15,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225641/index.m3u8	
CCTV16,http://liveop.cctv.cn/hls/CCTV16HD/playlist.m3u8	
CCTV16,http://39.134.115.163:8080/PLTV/88888910/224/3221226230/index.m3u8	
CCTV16,http://hwrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221226230/index.m3u8	
CCTV17,http://39.134.115.163:8080/PLTV/88888910/224/3221225908/index.m3u8	
CCTV17,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225910/index.m3u8?fmt=ts2hls	
CCTV17,http://39.135.138.59:18890/PLTV/88888910/224/3221225907/index.m3u8	
CCTV17,http://59.51.68.40:1936/live/cctv7/playlist.m3u8	
CCTV4K 超高清,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8	
CCTV8K 超高清,http://117.148.129.93:80/PLTV/88888888/224/3221233350/1.m3u8	
第一剧场,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012514403.m3u8	
第一剧场,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226698/10000100000000060000000006385142_0.smil	
风云剧场,http://42.176.185.28:9901/tsfile/live/1030_1.m3u8	
风云剧场,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012513603.m3u8	
风云剧场,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226671/10000100000000060000000006385152_0.smil	
风云音乐,http://42.176.185.28:9901/tsfile/live/1024_1.m3u8	
风云音乐,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012514103.m3u8	
风云音乐,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226718/10000100000000060000000006385496_0.smil	
怀旧剧场,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226700/10000100000000060000000006385151_0.smil	
世界地理,http://42.176.185.28:9901/tsfile/live/1037_1.m3u8	
世界地理,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012513303.m3u8	
世界地理,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226679/10000100000000060000000006385175_0.smil	
兵器科技,http://42.176.185.28:9901/tsfile/live/1034_1.m3u8	
兵器科技,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226704/10000100000000060000000006385167_0.smil	
兵器科技,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012513403.m3u8	
风云足球,http://42.176.185.28:9901/tsfile/live/1017_1.m3u8	
风云足球,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012514203.m3u8	
风云足球,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226702/10000100000000060000000006385159_0.smil	
央视台球,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226706/10000100000000060000000006385172_0.smil	
高尔夫网球,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012512503.m3u8	
女性时尚,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012513903.m3u8	
女性时尚,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226675/10000100000000060000000006385156_0.smil	
央视精品,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012513803.m3u8	
央视文化精品,http://42.176.185.28:9901/tsfile/live/1028_1.m3u8	
央视文化精品,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226677/10000100000000060000000006385162_0.smil	
电视指南,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012514003.m3u8	
电视指南,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226708/10000100000000060000000006385178_0.smil	
卫生健康,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012513503.m3u8	
梨园频道,http://42.176.185.28:9901/tsfile/live/1031_1.m3u8	
CGTN法语,https://livefr.cgtn.com/1000f/prog_index.m3u8?zshijd	
CGTN法语,https://news.cgtn.com/resource/live/french/cgtn-f.m3u8?zshijd	
CGTN西语,https://livees.cgtn.com/1000e/prog_index.m3u8?zshijd	
CGTN西语,https://news.cgtn.com/resource/live/espanol/cgtn-e.m3u8?zshijd	
CGTN俄语,https://liveru.cgtn.com/1000r/prog_index.m3u8?zshijd	
CGTN纪录,https://news.cgtn.com/resource/live/document/cgtn-doc.m3u8?zshijd	
CGTN Arabic,http://livear.cgtn.com/1000a/prog_index.m3u8	
CGTN Español,http://livees.cgtn.com/500e/prog_index.m3u8	
CGTN France,http://livefr.cgtn.com/1000f/prog_index.m3u8	
CETV-1,http://39.135.138.59:18890/PLTV/88888910/224/3221225661/index.m3u8	
CETV-1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225917/2/index.m3u8?fmt=ts2hls	
CETV-1,http://txycsbl.centv.cn/zb/0628cetv1.m3u8	
CETV-2,http://txycsbl.centv.cn/zb/0728cetv2.m3u8	
CETV-3,http://txycsbl.centv.cn/zb/0728cetv3.m3u8	
CETV-4,http://txycsbl.centv.cn/zb/0728cetv4.m3u8	
CGTN-英语,http://live.cgtn.com/1000/prog_index.m3u8		
CGTN-纪录,http://39.135.138.58:18890/PLTV/88888888/224/3221225645/index.m3u8	
CCTV新影老故事,http://111.20.33.106/PLTV/88888893/224/3221226236/index.m3u8?icpid=88888893&from=1&hms_devid=844,543	
CCTV新影老故事,http://111.20.33.93/PLTV/88888893/224/3221226236/index.m3u8	
新影 发现之旅,http://111.20.33.93/PLTV/88888893/224/3221226235/index.m3u8	
CNC-新华英文,http://39.135.138.58:18890/PLTV/88888888/224/3221225693/index.m3u8	
CNC-新华英文,http://39.135.138.59:18890/PLTV/88888910/224/3221225693/index.m3u8	
CNC英文,http://39.134.115.163:8080/PLTV/88888910/224/3221225693/index.m3u8	
CNC中文,http://39.134.115.163:8080/PLTV/88888910/224/3221225694/index.m3u8	
CGTN-西班牙语国际,http://livees.cgtn.com/1000e/prog_index.m3u8
cctv2,#genre#	
CCTV1,http://39.135.138.59:18890/PLTV/88888910/224/3221225642/index.m3u8	
CCTV2,http://39.135.138.60:18890/PLTV/88888910/224/3221225619/index.m3u8	
CCTV3,http://39.135.138.60:18890/PLTV/88888910/224/3221225647/index.m3u8	
CCTV4,http://39.135.138.60:18890/PLTV/88888910/224/3221225621/index.m3u8	
CCTV5,http://39.135.138.59:18890/PLTV/88888910/224/3221225648/index.m3u8	
CCTV5,http://39.135.138.59:18890/PLTV/88888910/224/3221225633/index.m3u8	
CCTV6,http://39.135.138.59:18890/PLTV/88888910/224/3221225650/index.m3u8	
CCTV6,http://39.135.138.59:18890/PLTV/88888910/224/3221225632/index.m3u8	
CCTV8,http://39.135.138.59:18890/PLTV/88888910/224/3221225631/index.m3u8	
CCTV9,http://39.135.138.60:18890/PLTV/88888910/224/3221225646/index.m3u8	
CCTV10,http://39.134.66.66/PLTV/88888888/224/3221225677/index.m3u8	
CCTV11,http://39.135.138.59:18890/PLTV/88888910/224/3221225628/index.m3u8	
CCTV12,http://39.135.138.59:18890/PLTV/88888910/224/3221225629/index.m3u8	
CCTV12,http://39.135.138.60:18890/PLTV/88888910/224/3221225637/index.m3u8	
CCTV12,http://39.134.66.66/PLTV/88888888/224/3221225669/index.m3u8	
CCTV14,http://39.135.138.60:18890/PLTV/88888910/224/3221225639/index.m3u8	
CCTV14,http://39.135.138.59:18890/PLTV/88888910/224/3221225640/index.m3u8	
CCTV15,http://39.134.115.163:8080/PLTV/88888910/224/3221225641/index.m3u8	
CCTV16奥林匹克,http://iptv.tvfix.org/hls/cctv16hd.m3u8	
CCTV17,http://39.134.66.110/PLTV/88888888/224/3221225708/index.m3u8	
cctv3,#genre#	
cctv4,#genre#
CCTV1,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225804/index.m3u8?	
CCTV1,http://223.95.111.98:5555/newlive/live/hls/1/live.m3u8	
CCTV2,http://39.184.224.99:9080/newlive/live/hls/2/live.m3u8	
CCTV3,http://39.184.224.99:9080/newlive/live/hls/3/live.m3u8	
CCTV4,http://39.184.224.99:9080/newlive/live/hls/4/live.m3u8	
CCTV5,http://39.184.224.99:9080/newlive/live/hls/5/live.m3u8	
CCTV6,http://39.184.224.99:9080/newlive/live/hls/6/live.m3u8	
CCTV7,http://39.184.224.99:9080/newlive/live/hls/7/live.m3u8	
CCTV8,http://39.184.224.99:9080/newlive/live/hls/8/live.m3u8	
CCTV9,http://39.184.224.99:9080/newlive/live/hls/9/live.m3u8	
CCTV10,http://39.184.224.99:9080/newlive/live/hls/10/live.m3u8	
CCTV11,http://39.184.224.99:9080/newlive/live/hls/11/live.m3u8	
CCTV12,http://39.184.224.99:9080/newlive/live/hls/12/live.m3u8	
CCTV13,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8?	
CCTV13,http://223.95.111.98:5555/newlive/live/hls/13/live.m3u8	
CCTV14,http://39.184.224.99:9080/newlive/live/hls/14/live.m3u8	
CCTV15,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8?	
CCTV16,http://117.169.124.149:8080/live/HD-8000k-1080P-cctv16/1.m3u8	
CCTV16,http://117.169.124.149:8080/live/HD-4000k-1080P-cctv16/1.m3u8	
CCTV17,http://39.184.224.99:9080/newlive/live/hls/17/live.m3u8	
CCTV2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8?	
CCTV4,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8?	
CCTV5,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8?	
CCTV5+,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8?	
CCTV8,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226012/index.m3u8?	
CCTV9,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8?	
CCTV10,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8?	
CCTV16,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8?	
CCTV1,http://218.29.55.44:808/hls/1/index.m3u8	
CCTV2,http://218.29.55.44:808/hls/2/index.m3u8	
CCTV3,http://218.29.55.44:808/hls/3/index.m3u8	
CCTV4,http://218.29.55.44:808/hls/4/index.m3u8	
CCTV5,http://218.29.55.44:808/hls/5/index.m3u8	
CCTV6,http://218.29.55.44:808/hls/6/index.m3u8	
CCTV7,http://218.29.55.44:808/hls/7/index.m3u8	
CCTV8,http://218.29.55.44:808/hls/8/index.m3u8	
CCTV9,http://218.29.55.44:808/hls/9/index.m3u8	
CCTV10,http://218.29.55.44:808/hls/10/index.m3u8	
CCTV11,http://218.29.55.44:808/hls/11/index.m3u8	
CCTV12,http://218.29.55.44:808/hls/12/index.m3u8	
CCTV13,http://218.29.55.44:808/hls/13/index.m3u8	
CCTV14,http://218.29.55.44:808/hls/14/index.m3u8	
CCTV15,http://218.29.55.44:808/hls/24/index.m3u8	
CCTV1,http://1.195.111.251:11190/tsfile/live/0001_1.m3u8	
CCTV1,http://39.135.138.58:18890/PLTV/88888888/224/3221225642/index.m3u8	
CCTV1,http://39.135.138.58:18890/PLTV/88888888/224/3221225762/index.m3u8	
CCTV1,http://39.135.138.58:18890/PLTV/88888888/224/3221226221/index.m3u8	
CCTV1,http://39.135.138.58:18890/PLTV/88888888/224/3221226225/index.m3u8	
CCTV1,http://39.135.138.58:18890/PLTV/88888888/224/3221225918/index.m3u8	
CCTV2,http://1.195.111.251:11190/tsfile/live/0002_1.m3u8	
CCTV2,http://39.135.138.59:18890/PLTV/88888910/224/3221225619/index.m3u8	
CCTV2,http://39.135.138.58:18890/PLTV/88888910/224/3221225643/index.m3u8	
CCTV3,http://1.195.111.251:11190/tsfile/live/0003_1.m3u8	
CCTV3,http://39.134.115.163:8080/PLTV/88888910/224/3221225647/index.m3u8	
CCTV3,http://39.135.138.58:18890/PLTV/88888888/224/3221225647/index.m3u8	
CCTV4,http://39.135.138.58:18890/PLTV/88888888/224/3221225621/index.m3u8	
CCTV4,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8?	
CCTV4,http://1.195.111.251:11190/tsfile/live/0004_1.m3u8	
CCTV5,http://1.195.111.251:11190/tsfile/live/0005_1.m3u8	
CCTV6,http://1.195.111.251:11190/tsfile/live/0006_1.m3u8	
CCTV6,http://39.134.115.163:8080/PLTV/88888910/224/3221225632/index.m3u8	
CCTV7,http://1.195.111.251:11190/tsfile/live/0007_1.m3u8	
CCTV7,http://39.134.115.163:8080/TVOD/88888910/224/3221225644/index.m3u8	
CCTV8,http://1.195.111.251:11190/tsfile/live/0008_1.m3u8	
CCTV9,http://1.195.111.251:11190/tsfile/live/0009_1.m3u8	
CCTV10,http://1.195.111.251:11190/tsfile/live/0010_1.m3u8	
CCTV10,http://39.135.138.58:18890/PLTV/88888888/224/3221225627/index.m3u8	
CCTV11,http://1.195.111.251:11190/tsfile/live/0011_1.m3u8	
CCTV12,http://1.195.111.251:11190/tsfile/live/0012_1.m3u8	
CCTV12,http://39.134.115.163:8080/TVOD/88888910/224/3221225628/index.m3u8	
CCTV13,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8	
CCTV13,http://1.195.111.251:11190/tsfile/live/0013_1.m3u8	
CCTV14,http://1.195.111.251:11190/tsfile/live/0014_1.m3u8	
CCTV15,http://1.195.111.251:11190/tsfile/live/0015_1.m3u8	
CCTV16,http://39.135.138.58:18890/TVOD/88888910/224/3221226230/index.m3u8	
CCTV17,http://39.135.138.58:18890/PLTV/88888888/224/3221225908/index.m3u8	
CCTV风云足球,http://218.17.216.102:9901/tsfile/live/1065_1.m3u8	
CCTV怀旧剧场,http://218.17.216.102:9901/tsfile/live/1069_1.m3u8	
CCTV风云剧场,http://218.17.216.102:9901/tsfile/live/1070_1.m3u8	
CCTV央视台球,http://218.17.216.102:9901/tsfile/live/1066_1.m3u8	
CCTV央视文化,http://218.17.216.102:9901/tsfile/live/1071_1.m3u8	
CCTV兵器科技,http://218.17.216.102:9901/tsfile/live/1027_1.m3u8	
CCTV第一剧场,http://218.17.216.102:9901/tsfile/live/1072_1.m3u8	
CCTV风云音乐,http://218.17.216.102:9901/tsfile/live/1073_1.m3u8	
CCTV世界地理,http://218.17.216.102:9901/tsfile/live/1068_1.m3u8	
CETV1,http://183.207.255.188/live/program/live/zgjy1ott/1300000/mnf.m3u8
cctv5,#genre#
cctv6,#genre#
cctv7(p2p),#genre#
CCTV1,P2p://135.148.104.228:19806/f774c5f8f72d4e209390429188acd251	
CCTV2,P2p://135.148.104.228:19806/0ac8d786a0014639925eb3fd8aba2e4a	
CCTV3,P2p://135.148.104.228:19806/93e75aa9188847d48506d838ef24d3f5	
CCTV4,P2p://135.148.104.228:19806/60ab606c55e54f168f9f156a500ce451	
CCTV5,P2p://135.148.104.228:19806/98957b0750c14f18abda694462ab9904	
CCTV5,P2p://135.148.104.228:19806/7b1fada6a2d74be0a549cc767b1f6d90	
CCTV6,P2p://135.148.104.228:19806/6ba86ebf6131449da50828be35158d55	
CCTV7,P2p://135.148.104.228:19806/8f46474e6a354df6b4637be4d654eef2	
CCTV8,P2p://135.148.104.228:19806/866876ac8def4fde915a51670ac9627d	
CCTV9,P2p://135.148.104.228:19806/285ffc4f61df4970a30856868692a805	
CCTV10,P2p://135.148.104.228:19806/33ae75f9da124cbe8fc7176887f81f5a	
CCTV11,P2p://135.148.104.228:19806/864f5b32dc894d4a9041b638f38a8c31	
CCTV12,P2p://135.148.104.228:19806/d7374afa2116482993d11ff156545963	
CCTV13,P2p://135.148.104.228:19806/63f9c5b21d58458895cdf6edb6011f27	
CCTV14,P2p://135.148.104.228:19806/b35180f2513844d6931ddd63f9a4da74	
CCTV15,P2p://135.148.104.228:19806/690dbc03c28d4e20a52e1999cdb44f76
CCTV1,p2p://generationnexxxt.com:19806/f774c5f8f72d4e209390429188acd251	
CCTV2,p2p://generationnexxxt.com:19806/0ac8d786a0014639925eb3fd8aba2e4a	
CCTV3,p2p://generationnexxxt.com:19806/93e75aa9188847d48506d838ef24d3f5	
CCTV4,p2p://generationnexxxt.com:19806/60ab606c55e54f168f9f156a500ce451	
CCTV5,p2p://generationnexxxt.com:19806/98957b0750c14f18abda694462ab9904	
CCTV5+,p2p://generationnexxxt.com:19806/7b1fada6a2d74be0a549cc767b1f6d90	
CCTV6,p2p://generationnexxxt.com:19806/6ba86ebf6131449da50828be35158d55	
CCTV7,p2p://generationnexxxt.com:19806/8f46474e6a354df6b4637be4d654eef2	
CCTV8,p2p://generationnexxxt.com:19806/866876ac8def4fde915a51670ac9627d	
CCTV9,p2p://generationnexxxt.com:19806/285ffc4f61df4970a30856868692a805	
CCTV10,p2p://generationnexxxt.com:19806/33ae75f9da124cbe8fc7176887f81f5a	
CCTV11,p2p://generationnexxxt.com:19806/864f5b32dc894d4a9041b638f38a8c31	
CCTV12,p2p://generationnexxxt.com:19806/d7374afa2116482993d11ff156545963	
CCTV13,p2p://generationnexxxt.com:19806/63f9c5b21d58458895cdf6edb6011f27	
CCTV14,p2p://generationnexxxt.com:19806/b35180f2513844d6931ddd63f9a4da74	
CCTV15,p2p://generationnexxxt.com:19806/690dbc03c28d4e20a52e1999cdb44f76
CCTV1,P2p://198.255.74.87:41197/640c500f000ead28467533d8a8d56f7e.ts	
CCTV2,P2p://198.255.74.87:41197/640c500f000d882d4675338de112d0d7.ts	
CCTV3,P2p://198.255.74.87:41197/640c500f000c49c54675333c2db7d50e.ts	
CCTV4,P2p://198.255.74.87:41197/640c500f000b26a6467532f1db7cb842.ts	
CCTV5体育,P2p://198.255.74.87:41197/640c500f000a960a467532cc75675d38.ts	
CCTV5 PLUS,P2p://198.255.74.87:41197/640c500f0008dd9e4675325bea2453bc.ts	
CCTV6,P2p://198.255.74.87:41197/640c500500099ca046750b7c707d1091.ts	
CCTV7,P2p://198.255.74.87:41197/640c500500087bef46750b32f730d7fe.ts	
CCTV8,P2p://198.255.74.87:41197/640c500500073dd646750ae1bc610c04.ts	
CCTV9,P2p://198.255.74.87:41197/640c50050006069d46750a91058e7575.ts	
CCTV10,P2p://198.255.74.87:41197/640c50050004e40046750a475bfe7e44.ts	
CCTV11,P2p://198.255.74.87:41197/645b99af00003764fffc1a9b42e7313a.ts	
CCTV12,P2p://198.255.74.87:41197/6411a651000a7ca65b4e2496979ce265.ts	
CCTV13,P2p://198.255.74.87:41197/6411a6510009c5f65b4e2467b4214f8b.ts	
cctv8,#genre#
CCTV1,http://cyz32.livehbindex.hbcatv.cn/live/50000020935c4d59965a1cbf159c9be9.m3u8?bitrate=2300&pt=5	
CCTV2,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226739/1.m3u8	
CCTV3,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226720/1.m3u8	
CCTV4,http://cyz32.livehbindex.hbcatv.cn/live/5b0dff5235e94ba8bff8731427145289.m3u8?bitrate=2300&pt=5	
CCTV5,http://cyz32.livehbindex.hbcatv.cn/live/500000206cd748d58f41b13aa2754139.m3u8?bitrate=2300&pt=5	
CCTV5+,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226711/1.m3u8	
CCTV6,http://cyz32.livehbindex.hbcatv.cn/live/50000020da6d4c40a2ca3b1bdc786016.m3u8?bitrate=2300&pt=5	
1905电影,http://img.ye23.win/s.php?u=10DPD19C	
CCTV7,http://cyz32.livehbindex.hbcatv.cn/live/500000204daa45af99b5800a528fac21.m3u8?bitrate=2300&pt=5	
CCTV8,http://cyz32.livehbindex.hbcatv.cn/live/500000202d8c4f56ba03e623caa09f1b.m3u8?bitrate=2300&pt=5	
CCTV9,http://cyz32.livehbindex.hbcatv.cn/live/50000020edf54f6c92778d0ccdfcca30.m3u8?bitrate=2300&pt=5	
CCTV10,http://cyz32.livehbindex.hbcatv.cn/live/a66832f3323643189c3a0e91f9fad3e3.m3u8?bitrate=2300&pt=5	
CCTV11,http://cyz32.livehbindex.hbcatv.cn/live/5000002086444f0886ad7032ad8f756b.m3u8?bitrate=2300&pt=5	
CCTV12,http://cyz32.livehbindex.hbcatv.cn/live/fbe7688bc539461da71ff649e4ba1d75.m3u8?bitrate=2300&pt=5	
